Player,Team,FPTS,High_FPTS,Low_FPTS,VAL,F,C,PS,Position
Joshua Kelley,LAC,69.4,100.2,40.8,-4.331249999999999,-6.1187499999999995,-2.406249999999999,0.0,RB
Tyjae Spears,TEN,69.2,90.5,63.2,-4.343749999999999,-4.718749999999999,-3.0124999999999993,0.0,RB
Clyde Edwards-Helaire,KC,68.4,90.5,41.2,-4.393749999999999,-6.093749999999999,-3.0124999999999993,0.0,RB
Kyren Williams,LAR,66.1,82.0,46.0,-4.5375,-5.793749999999999,-3.5437499999999993,0.0,RB
Ty Chandler,MIN,66.0,77.9,56.4,-4.543749999999999,-5.143749999999999,-3.799999999999999,0.0,RB
Chase Brown,CIN,63.3,83.7,46.7,-4.7124999999999995,-5.749999999999999,-3.437499999999999,0.0,RB
Jerome Ford,CLE,62.8,91.4,26.8,-4.7437499999999995,-6.9937499999999995,-2.956249999999999,0.0,RB
Kendre Miller,NO,57.8,97.5,35.2,-5.0562499999999995,-6.468749999999999,-2.5749999999999993,0.0,RB
Keaontay Ingram,ARI,57.7,81.1,47.0,-5.062499999999999,-5.731249999999999,-3.5999999999999996,0.0,RB
Ronald Jones II,DAL,55.7,80.7,42.4,-5.187499999999999,-6.018749999999999,-3.624999999999999,0.0,RB
Matt Breida,NYG,50.7,85.8,30.4,-5.499999999999999,-6.768749999999999,-3.3062499999999995,0.0,RB
Latavius Murray,BUF,50.3,80.8,23.9,-5.5249999999999995,-7.174999999999999,-3.6187499999999995,0.0,RB
Abram Smith,MIN,48.8,65.1,65.1,-5.6187499999999995,-4.6,-4.6,0.0,RB
Deuce Vaughn,DAL,48.4,75.4,9.9,-5.643749999999999,-8.049999999999999,-3.956249999999999,0.0,RB
Zamir White,LV,48.3,86.8,56.4,-5.6499999999999995,-5.143749999999999,-3.2437499999999995,0.0,RB
Isaiah Spiller,LAC,48.0,69.5,39.7,-5.668749999999999,-6.187499999999999,-4.324999999999999,0.0,RB
Kenyan Drake,IND,47.6,93.5,20.5,-5.69375,-7.387499999999999,-2.8249999999999993,0.0,RB
Zack Moss,IND,47.0,71.1,30.3,-5.731249999999999,-6.7749999999999995,-4.225,0.0,RB
Zach Evans,LAR,46.8,75.0,35.5,-5.7437499999999995,-6.449999999999999,-3.9812499999999993,0.0,RB
Corey Clement,ARI,44.8,73.9,23.1,-5.8687499999999995,-7.225,-4.049999999999999,0.0,RB
JaMycal Hasty,JAC,41.7,71.9,17.0,-6.062499999999999,-7.606249999999999,-4.174999999999999,0.0,RB
Ameer Abdullah,LV,38.5,54.2,23.4,-6.262499999999999,-7.206249999999999,-5.281249999999999,0.0,RB
Eric Gray,NYG,38.3,52.2,15.5,-6.2749999999999995,-7.699999999999999,-5.406249999999999,0.0,RB
Ke'Shawn Vaughn,TB,37.2,56.8,26.3,-6.343749999999999,-7.0249999999999995,-5.1187499999999995,0.0,RB
Michael Carter,NYJ,37.2,77.2,12.8,-6.343749999999999,-7.8687499999999995,-3.843749999999999,0.0,RB
Melvin Gordon III,BAL,36.8,96.8,11.2,-6.3687499999999995,-7.968749999999999,-2.6187499999999995,0.0,RB
Hassan Haskins,TEN,34.4,51.0,18.3,-6.518749999999999,-7.5249999999999995,-5.481249999999999,0.0,RB
Jordan Mason,SF,33.9,63.5,11.3,-6.549999999999999,-7.9624999999999995,-4.699999999999999,0.0,RB
Deon Jackson,IND,33.9,42.9,24.1,-6.549999999999999,-7.1625,-5.987499999999999,0.0,RB
Trayveon Williams,CIN,33.3,58.4,6.4,-6.5874999999999995,-8.268749999999999,-5.018749999999999,0.0,RB
Raheem Blackshear,CAR,32.9,47.9,18.4,-6.612499999999999,-7.518749999999999,-5.674999999999999,0.0,RB
Chris Rodriguez Jr.,WAS,32.3,51.9,17.3,-6.6499999999999995,-7.5874999999999995,-5.424999999999999,0.0,RB
Pierre Strong Jr.,NE,32.1,71.0,15.0,-6.6625,-7.731249999999999,-4.231249999999999,0.0,RB
Evan Hull,IND,31.6,56.6,15.6,-6.69375,-7.69375,-5.13125,0.0,RB
Rico Dowdle,DAL,31.3,47.2,17.2,-6.7124999999999995,-7.593749999999999,-5.718749999999999,0.0,RB
Chris Evans,CIN,31.0,53.6,24.2,-6.731249999999999,-7.156249999999999,-5.31875,0.0,RB
Sean Tucker,TB,30.3,48.2,27.3,-6.7749999999999995,-6.9624999999999995,-5.656249999999999,0.0,RB
