Player,Team,FPTS,High_FPTS,Low_FPTS,VAL,F,C,PS,Position
Damien Harris,BUF,100.6,127.5,86.0,-2.1187500000000004,-3.03125,-0.4375,0.0,RB
Ezekiel Elliott,NE,98.0,126.7,89.7,-2.28125,-2.8,-0.4874999999999998,0.0,RB
Chuba Hubbard,CAR,96.8,161.0,74.9,-2.35625,-3.7249999999999996,1.65625,0.0,RB
Jaylen Warren,PIT,96.4,119.7,72.8,-2.3812499999999996,-3.85625,-0.9249999999999998,0.0,RB
D'Onta Foreman,CHI,94.9,135.5,77.5,-2.4749999999999996,-3.5625,0.0625,0.0,RB
De'Von Achane,MIA,94.7,129.6,62.4,-2.4875,-4.50625,-0.30625000000000036,0.0,RB
Kenneth Gainwell,PHI,94.7,107.9,81.0,-2.4875,-3.34375,-1.6624999999999996,0.0,RB
Tank Bigsby,JAC,85.6,107.9,75.4,-3.0562500000000004,-3.6937499999999996,-1.6624999999999996,0.0,RB
Gus Edwards,BAL,84.3,95.7,65.5,-3.1375,-4.3125,-2.425,0.0,RB
Chase Edmonds,TB,76.8,125.0,58.1,-3.60625,-4.775,-0.59375,0.0,RB
Cordarrelle Patterson,ATL,75.3,88.0,72.8,-3.7,-3.85625,-2.90625,0.0,RB
Roschon Johnson,CHI,73.9,93.2,43.1,-3.7874999999999996,-5.7125,-2.58125,0.0,RB
Joshua Kelley,LAC,69.4,100.2,40.8,-4.06875,-5.85625,-2.14375,0.0,RB
Tyjae Spears,TEN,69.2,90.5,63.2,-4.08125,-4.45625,-2.75,0.0,RB
Clyde Edwards-Helaire,KC,68.4,90.5,41.2,-4.13125,-5.83125,-2.75,0.0,RB
Chase Brown,CIN,65.7,84.3,47.3,-4.3,-5.45,-3.1375,0.0,RB
Kyren Williams,LAR,64.6,82.1,38.1,-4.36875,-6.025,-3.2750000000000004,0.0,RB
Ty Chandler,MIN,64.3,75.9,56.4,-4.3875,-4.88125,-3.6624999999999996,0.0,RB
Jerome Ford,CLE,60.0,91.5,26.7,-4.65625,-6.7375,-2.6875,0.0,RB
Kendre Miller,NO,58.0,99.3,35.2,-4.78125,-6.20625,-2.2,0.0,RB
Keaontay Ingram,ARI,57.4,81.1,47.0,-4.81875,-5.46875,-3.3375000000000004,0.0,RB
Ronald Jones II,DAL,55.7,80.7,42.4,-4.925,-5.75625,-3.3625,0.0,RB
Latavius Murray,BUF,53.2,96.2,24.2,-5.08125,-6.89375,-2.39375,0.0,RB
Matt Breida,NYG,50.7,85.8,30.4,-5.2375,-6.50625,-3.04375,0.0,RB
Abram Smith,MIN,48.8,65.1,65.1,-5.35625,-4.3375,-4.3375,0.0,RB
